Afríka	Африка
Flokkur:Fólk dáið árið 1494	Категория:Умершие в 1494 году
Flokkur:Notandi ru	Категория:User ru
Flokkur:1496	Категория:1496 год
Flokkur:Notandi ru-2	Категория:User ru-2
Flokkur:Fólk dáið árið 1496	Категория:Умершие в 1496 году
Flokkur:1497	Категория:1497 год
Flokkur:Notandi ru-3	Категория:User ru-3
Flokkur:Fólk fætt árið 1497	Категория:Родившиеся в 1497 году
Flokkur:1498	Категория:1498 год
Flokkur:Notandi ru-4	Категория:User ru-4
Flokkur:Notandi ru-5	Категория:User ru-5
Flokkur:Fólk fætt árið 1499	Категория:Родившиеся в 1499 году
Flokkur:1500	Категория:1500 год
Flokkur:1501	Категория:1501 год
Flokkur:Fólk fætt árið 1501	Категория:Родившиеся в 1501 году
Flokkur:Fólk fætt árið 1503	Категория:Родившиеся в 1503 году
Flokkur:Fólk dáið árið 1504	Категория:Умершие в 1504 году
Flokkur:1507	Категория:1507 год
Flokkur:Fólk dáið árið 1507	Категория:Умершие в 1507 году
Flokkur:Fólk fætt árið 1508	Категория:Родившиеся в 1508 году
Flokkur:Fólk fætt árið 1509	Категория:Родившиеся в 1509 году
Flokkur:Fólk fætt árið 1510	Категория:Родившиеся в 1510 году
Flokkur:1511	Категория:1511 год
Flokkur:Fólk fætt árið 1512	Категория:Родившиеся в 1512 году
Flokkur:1514	Категория:1514 год
Flokkur:Fólk dáið árið 1514	Категория:Умершие в 1514 году
Flokkur:Fólk fætt árið 1515	Категория:Родившиеся в 1515 году
Flokkur:Fólk fætt árið 1516	Категория:Родившиеся в 1516 году
Flokkur:1517	Категория:1517 год
Flokkur:Fólk fætt árið 1519	Категория:Родившиеся в 1519 году
Flokkur:Fólk dáið árið 1519	Категория:Умершие в 1519 году
Flokkur:1520	Категория:1520 год
Flokkur:Fólk dáið árið 1520	Категория:Умершие в 1520 году
Flokkur:Notandi sk-1	Категория:User sk-1
Flokkur:Fólk fætt árið 1524	Категория:Родившиеся в 1524 году
Flokkur:Notandi sk-3	Категория:User sk-3
Flokkur:Fólk dáið árið 1524	Категория:Умершие в 1524 году
Flokkur:Notandi sk-4	Категория:User sk-4
Flokkur:Fólk fætt árið 1525	Категория:Родившиеся в 1525 году
Flokkur:1526	Категория:1526 год
Flokkur:Fólk dáið árið 1526	Категория:Умершие в 1526 году
Flokkur:Fólk fætt árið 1529	Категория:Родившиеся в 1529 году
Flokkur:Fólk fætt árið 1530	Категория:Родившиеся в 1530 году
Flokkur:1532	Категория:1532 год
Flokkur:Notandi sq	Категория:User sq
Flokkur:Fólk fætt árið 1532	Категория:Родившиеся в 1532 году
Flokkur:Fólk dáið árið 1532	Категория:Умершие в 1532 году
Flokkur:Notandi sq-1	Категория:User sq-1
Flokkur:Fólk fætt árið 1533	Категория:Родившиеся в 1533 году
Flokkur:1534	Категория:1534 год
Flokkur:Notandi sq-M	Категория:User sq-N
Flokkur:Fólk dáið árið 1534	Категория:Умершие в 1534 году
Flokkur:Fólk dáið árið 1535	Категория:Умершие в 1535 году
Flokkur:Notandi sr	Категория:User sr
Flokkur:Fólk fætt árið 1536	Категория:Родившиеся в 1536 году
Flokkur:Notandi sr-1	Категория:User sr-1
Flokkur:Fólk fætt árið 1537	Категория:Родившиеся в 1537 году
Flokkur:Notandi sr-2	Категория:User sr-2
Flokkur:Notandi sr-3	Категория:User sr-3
Flokkur:1538	Категория:1538 год
Flokkur:Notandi sr-4	Категория:User sr-4
Flokkur:Fólk fætt árið 1538	Категория:Родившиеся в 1538 году
Flokkur:Fólk dáið árið 1538	Категория:Умершие в 1538 году
Flokkur:Notandi sr-M	Категория:User sr-N
Flokkur:Fólk fætt árið 1539	Категория:Родившиеся в 1539 году
Flokkur:Fólk dáið árið 1539	Категория:Умершие в 1539 году
Flokkur:Fólk fætt árið 1540	Категория:Родившиеся в 1540 году
Flokkur:1541	Категория:1541 год
Flokkur:Fólk fætt árið 1541	Категория:Родившиеся в 1541 году
Flokkur:1542	Категория:1542 год
Snið:PermissionOTRS	Шаблон:Разрешение OTRS
Flokkur:1543	Категория:1543 год
Flokkur:Fólk fætt árið 1543	Категория:Родившиеся в 1543 году
Flokkur:1544	Категория:1544 год
Flokkur:Fólk fætt árið 1544	Категория:Родившиеся в 1544 году
Flokkur:Notandi sv-1	Категория:User sv-1
Flokkur:1545	Категория:1545 год
Flokkur:Notandi sv-3	Категория:User sv-3
Flokkur:Notandi sv-4	Категория:User sv-4
Flokkur:Fólk fætt árið 1546	Категория:Родившиеся в 1546 году
Flokkur:1547	Категория:1547 год
Flokkur:Notandi sv-M	Категория:User sv-N
Flokkur:1548	Категория:1548 год
Flokkur:Fólk dáið árið 1548	Категория:Умершие в 1548 году
Flokkur:Fólk fætt árið 1549	Категория:Родившиеся в 1549 году
Flokkur:1550	Категория:1550 год
Flokkur:Fólk dáið árið 1550	Категория:Умершие в 1550 году
Flokkur:Fólk fætt árið 1551	Категория:Родившиеся в 1551 году
Flokkur:Fólk fætt árið 1552	Категория:Родившиеся в 1552 году
Flokkur:Fólk fætt árið 1553	Категория:Родившиеся в 1553 году
Flokkur:1554	Категория:1554 год
Flokkur:Fólk dáið árið 1554	Категория:Умершие в 1554 году
Flokkur:Fólk fætt árið 1556	Категория:Родившиеся в 1556 году
Flokkur:1557	Категория:1557 год
Flokkur:Fólk dáið árið 1557	Категория:Умершие в 1557 году
Flokkur:1558	Категория:1558 год
Flokkur:Fólk dáið árið 1558	Категория:Умершие в 1558 году
Flokkur:1559	Категория:1559 год
Flokkur:Fólk fætt árið 1559	Категория:Родившиеся в 1559 году
Flokkur:Fólk dáið árið 1560	Категория:Умершие в 1560 году
Flokkur:Fólk fætt árið 1561	Категория:Родившиеся в 1561 году
Flokkur:Fólk dáið árið 1561	Категория:Умершие в 1561 году
Flokkur:1562	Категория:1562 год
Flokkur:Fólk dáið árið 1562	Категория:Умершие в 1562 году
Flokkur:Fólk fætt árið 1563	Категория:Родившиеся в 1563 году
Flokkur:Fólk fætt árið 1564	Категория:Родившиеся в 1564 году
Flokkur:1565	Категория:1565 год
Flokkur:Fólk dáið árið 1565	Категория:Умершие в 1565 году
Flokkur:Fólk fætt árið 1566	Категория:Родившиеся в 1566 году
Flokkur:1567	Категория:1567 год
Flokkur:1568	Категория:1568 год
Flokkur:Fólk dáið árið 1568	Категория:Умершие в 1568 году
Flokkur:Fólk fætt árið 1569	Категория:Родившиеся в 1569 году
Flokkur:1570	Категория:1570 год
Flokkur:Fólk fætt árið 1570	Категория:Родившиеся в 1570 году
Flokkur:Fólk dáið árið 1570	Категория:Умершие в 1570 году
Flokkur:1571	Категория:1571 год
Flokkur:Fólk fætt árið 1572	Категория:Родившиеся в 1572 году
Flokkur:1573	Категория:1573 год
Flokkur:Fólk fætt árið 1573	Категория:Родившиеся в 1573 году
Flokkur:1574	Категория:1574 год
Flokkur:Fólk dáið árið 1574	Категория:Умершие в 1574 году
Flokkur:Fólk fætt árið 1575	Категория:Родившиеся в 1575 году
Flokkur:1577	Категория:1577 год
Flokkur:Fólk dáið árið 1577	Категория:Умершие в 1577 году
Flokkur:Fólk fætt árið 1578	Категория:Родившиеся в 1578 году
Flokkur:1579	Категория:1579 год
Flokkur:Fólk fætt árið 1580	Категория:Родившиеся в 1580 году
Flokkur:1581	Категория:1581 год
Flokkur:1583	Категория:1583 год
Flokkur:Fólk dáið árið 1583	Категория:Умершие в 1583 году
Flokkur:Fólk fætt árið 1585	Категория:Родившиеся в 1585 году
Flokkur:1586	Категория:1586 год
Flokkur:1588	Категория:1588 год
Flokkur:Fólk dáið árið 1588	Категория:Умершие в 1588 году
Flokkur:Fólk dáið árið 1589	Категория:Умершие в 1589 году
Flokkur:Fólk fætt árið 1590	Категория:Родившиеся в 1590 году
Flokkur:1591	Категория:1591 год
Flokkur:Fólk dáið árið 1591	Категория:Умершие в 1591 году
Flokkur:Fólk fætt árið 1592	Категория:Родившиеся в 1592 году
Flokkur:1593	Категория:1593 год
Flokkur:Fólk dáið árið 1593	Категория:Умершие в 1593 году
Flokkur:1594	Категория:1594 год
Flokkur:Fólk dáið árið 1594	Категория:Умершие в 1594 году
Flokkur:Fólk fætt árið 1595	Категория:Родившиеся в 1595 году
Flokkur:Fólk fætt árið 1596	Категория:Родившиеся в 1596 году
Flokkur:1597	Категория:1597 год
Flokkur:1598	Категория:1598 год
Flokkur:Fólk dáið árið 1598	Категория:Умершие в 1598 году
Flokkur:Fólk fætt árið 1599	Категория:Родившиеся в 1599 году
Flokkur:1600	Категория:1600 год
Flokkur:1601	Категория:1601 год
Flokkur:Fólk dáið árið 1601	Категория:Умершие в 1601 году
Flokkur:Fólk fætt árið 1602	Категория:Родившиеся в 1602 году
Flokkur:1603	Категория:1603 год
Flokkur:Fólk dáið árið 1603	Категория:Умершие в 1603 году
Flokkur:Fólk dáið árið 1604	Категория:Умершие в 1604 году
